사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사상자합계
2022031600100096,2022년 3월 16일 08시,수요일,세종특별자치시 한솔동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,여,33세,경상,0.0068
2022031600100241,2022년 3월 16일 14시,수요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,승용,여,33세,경상,0.0068
2022031600100271,2022년 3월 16일 15시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,60세,경상,0.0068
2022031700100082,2022년 3월 17일 08시,목요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,59세,상해없음,개인형이동수단(PM),여,29세,부상신고,0.0033
2022031700100126,2022년 3월 17일 10시,목요일,세종특별자치시 조치원읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,71세,상해없음,승용,남,35세,경상,0.020399999999999998
2022031700100323,2022년 3월 17일 18시,목요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,43세,상해없음,승용,남,48세,경상,0.0068
2022031800100065,2022년 3월 18일 08시,금요일,세종특별자치시 고운동,중상사고,0,1,0,1,차대차 - 기타,중앙선침범,젖음/습기,흐림,교차로 - 교차로부근,승용,여,40세,부상신고,승용,여,58세,중상,0.1201
2022032000100135,2022년 3월 20일 14시,일요일,세종특별자치시 금남면,부상신고사고,0,0,0,3,차량단독 - 전도전복 - 전복,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,67세,부상신고,,,,,0.009899999999999999
2022032100100052,2022년 3월 21일 07시,월요일,세종특별자치시 대평동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,38세,경상,0.0136
2022032100100388,2022년 3월 21일 20시,월요일,세종특별자치시 전의면,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승합,남,64세,상해없음,승용,여,49세,경상,0.0068
2022032100100420,2022년 3월 21일 22시,월요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,여,27세,경상,0.0068
2022032100100437,2022년 3월 21일 23시,월요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,60세,경상,0.0068
2022032200100348,2022년 3월 22일 18시,화요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,이륜,남,47세,경상,0.0068
2022032300100122,2022년 3월 23일 10시,수요일,세종특별자치시 아름동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로안,이륜,남,39세,부상신고,승용,남,37세,상해없음,0.0033
2022032300100220,2022년 3월 23일 14시,수요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,원동기,남,19세,부상신고,승용,남,52세,상해없음,0.0033
2022032300100440,2022년 3월 23일 22시,수요일,세종특별자치시 새롬동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,이륜,남,49세,중상,0.1168
2022032400100098,2022년 3월 24일 09시,목요일,세종특별자치시 연서면,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승합,남,66세,상해없음,승용,여,60세,중상,0.1168
2022032400100296,2022년 3월 24일 16시,목요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,여,55세,상해없음,개인형이동수단(PM),여,18세,경상,0.0068
2022032400100370,2022년 3월 24일 18시,목요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,25세,상해없음,승용,여,31세,부상신고,0.0033
2022032500100085,2022년 3월 25일 08시,금요일,세종특별자치시 소정면,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,37세,경상,승용,남,24세,경상,0.033999999999999996
2022032500100184,2022년 3월 25일 12시,금요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,화물,여,66세,경상,0.0068
2022032600100037,2022년 3월 26일 01시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,62세,경상,0.0068
2022032600100435,2022년 3월 26일 22시,토요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,63세,상해없음,보행자,남,28세,부상신고,0.0033
2022032700100172,2022년 3월 27일 14시,일요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,화물,남,42세,경상,0.0068
2022032700100249,2022년 3월 27일 17시,일요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,36세,경상,0.0068
2022032700100370,2022년 3월 27일 22시,일요일,세종특별자치시 아름동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,기타,교차로 - 교차로안,승용,남,65세,상해없음,,,,,0.1168
2022032800100123,2022년 3월 28일 09시,월요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,승용,남,40세,상해없음,승용,남,41세,경상,0.0068
2022032800100238,2022년 3월 28일 13시,월요일,세종특별자치시 장군면,부상신고사고,0,0,0,3,차대차 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,61세,상해없음,승용,남,61세,부상신고,0.009899999999999999
2022032800100358,2022년 3월 28일 17시,월요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,37세,상해없음,보행자,남,11세,부상신고,0.0033
2022032900100155,2022년 3월 29일 11시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,26세,경상,0.0068
2022032900100222,2022년 3월 29일 13시,화요일,세종특별자치시 도담동,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,,,,,0.1168
2022032900100325,2022년 3월 29일 16시,화요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,19세,상해없음,보행자,여,14세,경상,0.0068
2022032900100519,2022년 3월 29일 23시,화요일,세종특별자치시 장군면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,중상,,,,,0.1168
2022033000100435,2022년 3월 30일 20시,수요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,39세,상해없음,보행자,여,42세,경상,0.0068
2022033100100101,2022년 3월 31일 09시,목요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승합,남,52세,경상,0.0068
2022040100100028,2022년 4월 1일 05시,금요일,세종특별자치시 산울동,중상사고,0,2,1,0,차대차 - 추돌,신호위반,건조,기타,교차로 - 교차로안,승용,남,46세,경상,승용,남,65세,중상,0.2404
2022040100100443,2022년 4월 1일 19시,금요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,60세,경상,자전거,여,35세,상해없음,0.0068
2022040100100480,2022년 4월 1일 20시,금요일,세종특별자치시 새롬동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41세,부상신고,기타불명,기타불명,미분류,기타불명,0.0033
2022040200100131,2022년 4월 2일 10시,토요일,세종특별자치시 부강면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,자전거,여,75세,중상,0.1168
2022040200100204,2022년 4월 2일 12시,토요일,세종특별자치시 다정동,경상사고,0,0,2,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,부상신고,승용,남,36세,경상,0.0169
2022040400100330,2022년 4월 4일 15시,월요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,자전거,남,10세,경상,0.0068
2022040400100364,2022년 4월 4일 16시,월요일,세종특별자치시 새롬동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,자전거,여,5세,부상신고,0.0033
2022040500100012,2022년 4월 5일 00시,화요일,세종특별자치시 연서면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,승용,남,50세,경상,0.0136
2022040500100068,2022년 4월 5일 07시,화요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,승용,남,56세,경상,0.0068
2022040600100228,2022년 4월 6일 13시,수요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,화물,남,58세,상해없음,승합,남,50세,상해없음,0.0068
2022040700100108,2022년 4월 7일 08시,목요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,원동기,여,53세,상해없음,보행자,남,52세,경상,0.0068
2022040700100534,2022년 4월 7일 21시,목요일,세종특별자치시 연기면,사망사고,1,4,3,0,차대차 - 측면충돌,기타,건조,맑음,교차로 - 교차로부근,승용,남,38세,경상,승용,남,62세,경상,1.4876
2022040700100557,2022년 4월 7일 22시,목요일,세종특별자치시 어진동,부상신고사고,0,0,0,1,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,48세,상해없음,자전거,여,27세,부상신고,0.0033
2022040800100050,2022년 4월 8일 06시,금요일,세종특별자치시 고운동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,부상신고,,,,,0.0033
2022040800100211,2022년 4월 8일 11시,금요일,세종특별자치시 전의면,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,승용,남,52세,경상,0.0068
2022040800100359,2022년 4월 8일 15시,금요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,자전거,여,29세,경상,0.0068
2022040800100575,2022년 4월 8일 19시,금요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,이륜,남,28세,경상,0.0068
2022040900100408,2022년 4월 9일 16시,토요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,33세,상해없음,승용,여,39세,경상,0.0068
2022040900100549,2022년 4월 9일 20시,토요일,세종특별자치시 종촌동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,31세,경상,0.020399999999999998
2022041000100068,2022년 4월 10일 08시,일요일,세종특별자치시 금남면,부상신고사고,0,0,0,2,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,38세,부상신고,승합,남,64세,상해없음,0.0066
2022041000100157,2022년 4월 10일 12시,일요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,자전거,남,14세,부상신고,0.0033
2022041000100421,2022년 4월 10일 21시,일요일,세종특별자치시 어진동,부상신고사고,0,0,0,2,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,23세,부상신고,자전거,여,22세,상해없음,0.0066
2022041100100253,2022년 4월 11일 12시,월요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,이륜,남,23세,경상,0.0068
2022041200100031,2022년 4월 12일 02시,화요일,세종특별자치시 다정동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,36세,중상,,,,,0.1168
2022041200100290,2022년 4월 12일 14시,화요일,세종특별자치시 고운동,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,남,43세,중상,0.1236
2022041200100506,2022년 4월 12일 20시,화요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,29세,상해없음,보행자,남,69세,경상,0.0136
